frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
597,  0,  31.887,  0.98,  1, 0.18, 0.00, 2.00, 0.00, 0.14, 0.00, 0.00, 0.75, 0.00, 0.36, 0.04, 0.05, 0.00, 0.00, 0.91, 0.37, 0.35, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
598,  0,  31.935,  0.98,  1, 0.24, 0.00, 2.03, 0.00, 0.17, 0.03, 0.00, 0.83, 0.00, 0.29, 0.04, 0.02, 0.00, 0.00, 0.97, 0.42, 0.36, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
599,  0,  31.959,  0.98,  1, 0.22, 0.00, 2.12, 0.00, 0.17, 0.03, 0.00, 0.94, 0.00, 0.17, 0.02, 0.00, 0.00, 0.00, 1.11, 0.46, 0.28, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
600,  0,  32.047,  0.98,  1, 0.14, 0.00, 2.20, 0.00, 0.12, 0.03, 0.00, 0.95, 0.00, 0.07, 0.07, 0.00, 0.00, 0.00, 1.18, 0.40, 0.25, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
601,  0,  32.071,  0.98,  1, 0.06, 0.00, 2.30, 0.02, 0.15, 0.05, 0.00, 0.91, 0.06, 0.00, 0.07, 0.00, 0.00, 0.00, 1.32, 0.26, 0.39, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
602,  0,  32.156,  0.93,  1, 0.07, 0.00, 2.35, 0.06, 0.20, 0.08, 0.00, 0.86, 0.14, 0.00, 0.04, 0.00, 0.00, 0.00, 1.40, 0.16, 0.63, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
603,  0,  32.188,  0.93,  1, 0.05, 0.00, 2.14, 0.06, 0.22, 0.24, 0.05, 0.72, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 1.41, 0.04, 0.92, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
604,  0,  32.238,  0.93,  1, 0.03, 0.00, 1.90, 0.04, 0.19, 0.33, 0.12, 0.65, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 1.47, 0.10, 0.98, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
605,  0,  32.259,  0.98,  1, 0.00, 0.00, 1.41, 0.00, 0.22, 0.30, 0.34, 0.61, 0.46, 0.00, 0.00, 0.32, 0.00, 0.04, 1.22, 0.09, 0.73, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
606,  0,  32.334,  0.98,  1, 0.00, 0.00, 1.15, 0.00, 0.30, 0.14, 0.52, 0.72, 0.53, 0.00, 0.00, 0.64, 0.00, 0.04, 1.09, 0.08, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
607,  0,  32.356,  0.98,  1, 0.00, 0.00, 0.89, 0.00, 0.34, 0.01, 0.73, 0.63, 0.58, 0.00, 0.00, 0.97, 0.00, 0.09, 0.75, 0.00, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
608,  0,  32.448,  0.98,  1, 0.00, 0.00, 0.86, 0.00, 0.31, 0.01, 0.80, 0.50, 0.64, 0.00, 0.00, 0.99, 0.00, 0.14, 0.62, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
609,  0,  32.469,  0.98,  1, 0.00, 0.00, 0.85, 0.00, 0.31, 0.04, 0.93, 0.35, 0.58, 0.00, 0.00, 1.03, 0.00, 0.22, 0.32, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
610,  0,  32.542,  0.98,  1, 0.00, 0.00, 0.79, 0.00, 0.34, 0.13, 1.02, 0.35, 0.54, 0.00, 0.00, 1.11, 0.00, 0.28, 0.13, 0.06, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
611,  0,  32.586,  0.98,  1, 0.00, 0.00, 0.78, 0.00, 0.36, 0.13, 1.06, 0.43, 0.56, 0.00, 0.00, 1.11, 0.00, 0.35, 0.00, 0.10, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
612,  0,  32.638,  0.98,  1, 0.00, 0.00, 0.77, 0.00, 0.36, 0.09, 1.06, 0.48, 0.61, 0.00, 0.00, 1.10, 0.00, 0.40, 0.00, 0.15, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
613,  0,  32.664,  0.98,  1, 0.00, 0.00, 0.72, 0.00, 0.39, 0.00, 1.05, 0.42, 0.62, 0.00, 0.00, 1.01, 0.00, 0.42, 0.00, 0.25, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
614,  0,  32.741,  0.98,  1, 0.00, 0.00, 0.65, 0.00, 0.45, 0.00, 1.08, 0.32, 0.58, 0.00, 0.00, 0.97, 0.00, 0.41, 0.00, 0.26, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
615,  0,  32.766,  0.98,  1, 0.00, 0.00, 0.63, 0.00, 0.45, 0.00, 1.13, 0.28, 0.54, 0.00, 0.00, 0.86, 0.00, 0.40, 0.00, 0.23, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
616,  0,  32.848,  0.98,  1, 0.00, 0.00, 0.65, 0.00, 0.43, 0.00, 1.20, 0.33, 0.51, 0.00, 0.00, 0.83, 0.00, 0.45, 0.00, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
617,  0,  32.870,  0.98,  1, 0.00, 0.00, 0.67, 0.00, 0.39, 0.00, 1.20, 0.32, 0.46, 0.00, 0.00, 0.84, 0.00, 0.51, 0.00, 0.14, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
618,  0,  32.949,  0.98,  1, 0.00, 0.00, 0.66, 0.00, 0.38, 0.00, 1.16, 0.25, 0.41, 0.00, 0.00, 0.90, 0.00, 0.52, 0.05, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
619,  0,  32.978,  0.98,  1, 0.00, 0.00, 0.74, 0.00, 0.33, 0.00, 0.95, 0.37, 0.43, 0.00, 0.00, 0.84, 0.00, 0.42, 0.35, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
620,  0,  33.038,  0.98,  1, 0.00, 0.00, 0.91, 0.01, 0.28, 0.00, 0.76, 0.56, 0.48, 0.00, 0.00, 0.72, 0.00, 0.28, 0.71, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
621,  0,  33.061,  0.98,  1, 0.00, 0.00, 1.26, 0.01, 0.18, 0.00, 0.47, 0.76, 0.41, 0.00, 0.00, 0.42, 0.00, 0.14, 1.08, 0.04, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
622,  0,  33.134,  0.98,  1, 0.00, 0.00, 1.55, 0.01, 0.11, 0.00, 0.31, 0.79, 0.31, 0.00, 0.00, 0.20, 0.00, 0.05, 1.21, 0.12, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
623,  0,  33.158,  0.98,  1, 0.09, 0.00, 1.90, 0.00, 0.04, 0.00, 0.13, 0.75, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.15, 0.08, 0.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
624,  0,  33.263,  0.93,  1, 0.19, 0.03, 2.10, 0.00, 0.02, 0.00, 0.05, 0.72, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.13, 0.87, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
625,  0,  33.307,  0.93,  1, 0.25, 0.03, 2.13, 0.00, 0.00, 0.02, 0.00, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.09, 0.08, 1.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
626,  0,  33.342,  0.93,  1, 0.15, 0.03, 2.03, 0.00, 0.00, 0.11, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.37, 0.08, 1.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
627,  0,  33.370,  0.98,  1, 0.20, 0.00, 1.91, 0.00, 0.00, 0.11, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.62, 0.17, 0.97, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
628,  0,  33.438,  0.98,  1, 0.23, 0.02, 1.88, 0.00, 0.00, 0.09, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.62, 0.28, 0.73, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
629,  0,  33.463,  0.98,  1, 0.31, 0.02, 1.88, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.54, 0.39, 0.39, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
630,  0,  33.534,  0.98,  1, 0.25, 0.02, 1.87, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, 0.39, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
631,  0,  33.558,  0.98,  1, 0.22, 0.00, 1.82, 0.00, 0.00, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.34, 0.40, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
632,  0,  33.663,  0.98,  1, 0.24, 0.00, 1.77, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.23, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
633,  0,  33.691,  0.98,  1, 0.16, 0.00, 1.68, 0.03, 0.00, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.09, 0.46, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
634,  0,  33.742,  0.98,  1, 0.11, 0.00, 1.65, 0.04, 0.00, 0.00, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.02, 0.47, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
635,  0,  33.767,  0.98,  1, 0.04, 0.00, 1.71, 0.04, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.01, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
636,  0,  33.838,  0.98,  1, 0.05, 0.00, 1.78, 0.01, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.45, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
637,  0,  33.882,  0.98,  1, 0.05, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.97, 0.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
638,  0,  33.940,  0.98,  1, 0.05, 0.00, 1.84, 0.05, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.94, 0.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
639,  0,  33.966,  0.98,  1, 0.04, 0.00, 1.92, 0.16, 0.00, 0.00, 0.00, 0.33, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.91, 0.47, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
640,  0,  34.046,  0.98,  1, 0.04, 0.00, 2.05, 0.29, 0.00, 0.00, 0.00, 0.32, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.91, 0.59, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
641,  0,  34.071,  0.98,  1, 0.37, 0.28, 2.16, 0.38, 0.00, 0.00, 0.00, 0.32, 0.00, 0.21, 0.00, 0.01, 0.00, 0.00, 0.97, 0.75, 0.12, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
642,  0,  34.143,  0.98,  1, 0.84, 0.56, 2.02, 0.26, 0.00, 0.00, 0.00, 0.23, 0.00, 0.24, 0.00, 0.02, 0.04, 0.00, 0.98, 0.79, 0.49, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
643,  0,  34.256,  0.98,  1, 1.34, 0.84, 1.82, 0.13, 0.00, 0.00, 0.00, 0.12, 0.00, 0.26, 0.00, 0.02, 0.11, 0.00, 0.98, 0.81, 0.90, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
644,  0,  34.285,  0.98,  1, 1.52, 0.79, 1.57, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.40, 0.00, 0.03, 0.18, 0.00, 0.76, 0.71, 1.28, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
645,  0,  34.335,  0.98,  1, 1.59, 0.72, 1.53, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.60, 0.00, 0.05, 0.21, 0.00, 0.67, 0.64, 1.41, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
646,  0,  34.361,  0.98,  1, 1.67, 0.85, 1.64, 0.00, 0.00, 0.00, 0.00, 0.15, 0.02, 0.84, 0.00, 0.10, 0.19, 0.00, 0.58, 0.57, 1.39, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
647,  0,  34.463,  0.98,  1, 1.71, 1.06, 1.80, 0.00, 0.00, 0.00, 0.00, 0.18, 0.04, 0.89, 0.00, 0.13, 0.17, 0.00, 0.65, 0.54, 1.32, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
648,  0,  34.497,  0.98,  1, 1.61, 1.05, 1.79, 0.00, 0.00, 0.00, 0.00, 0.17, 0.10, 1.01, 0.00, 0.14, 0.12, 0.00, 0.64, 0.55, 1.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
649,  0,  34.542,  0.98,  1, 1.48, 0.91, 1.65, 0.00, 0.00, 0.00, 0.00, 0.11, 0.14, 1.07, 0.02, 0.15, 0.09, 0.00, 0.62, 0.55, 1.34, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
650,  0,  34.565,  0.98,  1, 1.36, 0.59, 1.66, 0.00, 0.00, 0.00, 0.00, 0.13, 0.16, 1.15, 0.02, 0.23, 0.05, 0.00, 0.46, 0.50, 1.27, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
651,  0,  34.638,  0.98,  1, 1.40, 0.58, 1.80, 0.00, 0.00, 0.00, 0.00, 0.21, 0.13, 1.14, 0.02, 0.28, 0.02, 0.00, 0.37, 0.38, 1.21, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
652,  0,  34.671,  0.98,  1, 1.30, 0.56, 1.96, 0.00, 0.00, 0.00, 0.00, 0.25, 0.09, 1.02, 0.00, 0.23, 0.00, 0.00, 0.18, 0.21, 0.99, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
653,  0,  34.734,  0.98,  1, 1.15, 0.60, 2.05, 0.00, 0.00, 0.00, 0.00, 0.22, 0.07, 0.93, 0.00, 0.12, 0.00, 0.00, 0.11, 0.12, 0.89, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
654,  0,  34.760,  0.98,  1, 0.66, 0.43, 2.05, 0.00, 0.00, 0.00, 0.00, 0.25, 0.03, 0.97, 0.00, 0.10, 0.00, 0.00, 0.16, 0.09, 0.51, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
655,  0,  34.864,  0.98,  1, 0.32, 0.20, 2.08, 0.00, 0.00, 0.00, 0.00, 0.28, 0.02, 1.13, 0.00, 0.12, 0.00, 0.05, 0.26, 0.10, 0.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
656,  0,  34.906,  0.98,  1, 0.00, 0.03, 1.98, 0.22, 0.00, 0.00, 0.00, 0.33, 0.00, 1.32, 0.00, 0.12, 0.00, 0.27, 0.36, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
657,  0,  34.945,  0.98,  1, 0.00, 0.00, 1.89, 0.29, 0.00, 0.00, 0.00, 0.34, 0.00, 1.30, 0.00, 0.12, 0.00, 0.53, 0.32, 0.15, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
658,  0,  34.971,  0.98,  1, 0.00, 0.00, 1.75, 0.72, 0.00, 0.00, 0.00, 0.30, 0.00, 1.27, 0.01, 0.24, 0.00, 0.79, 0.22, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
659,  0,  35.043,  0.98,  1, 0.00, 0.00, 1.68, 0.91, 0.00, 0.00, 0.00, 0.25, 0.00, 1.15, 0.01, 0.37, 0.00, 0.88, 0.13, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
660,  0,  35.078,  0.98,  1, 0.00, 0.00, 1.62, 1.19, 0.00, 0.00, 0.00, 0.20, 0.00, 1.03, 0.01, 0.40, 0.00, 0.89, 0.11, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
661,  0,  35.135,  0.98,  1, 0.00, 0.00, 1.57, 1.10, 0.00, 0.00, 0.00, 0.24, 0.00, 0.95, 0.00, 0.37, 0.00, 0.84, 0.22, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
662,  0,  35.161,  0.98,  1, 0.00, 0.00, 1.63, 1.05, 0.00, 0.00, 0.07, 0.29, 0.00, 0.90, 0.00, 0.28, 0.00, 0.80, 0.24, 0.20, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
663,  0,  35.259,  0.98,  1, 0.00, 0.00, 1.74, 1.11, 0.00, 0.00, 0.16, 0.30, 0.00, 0.93, 0.00, 0.24, 0.00, 0.81, 0.15, 0.31, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
664,  0,  35.284,  0.98,  1, 0.00, 0.00, 1.87, 1.20, 0.00, 0.00, 0.15, 0.27, 0.00, 1.02, 0.00, 0.26, 0.00, 0.80, 0.10, 0.24, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
665,  0,  35.342,  0.98,  1, 0.00, 0.00, 1.89, 1.27, 0.00, 0.00, 0.08, 0.23, 0.00, 1.11, 0.00, 0.32, 0.00, 0.78, 0.15, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
666,  0,  35.367,  0.98,  1, 0.00, 0.00, 1.83, 1.09, 0.00, 0.00, 0.00, 0.19, 0.00, 1.09, 0.00, 0.31, 0.00, 0.79, 0.14, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
667,  0,  35.438,  0.98,  1, 0.00, 0.00, 1.74, 0.84, 0.00, 0.00, 0.00, 0.17, 0.00, 1.01, 0.00, 0.24, 0.00, 0.86, 0.08, 0.01, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
